old_path,category,tier,name,target_path,action,md5_8,viewbox_w,group,flags
icons/project-editor/model/project.svg,editor,16,project,icons/editor/16/project.svg,move,f42f2c53,12,editor/project,
icons/project-editor/treeview/project-setup.svg,editor,16,project-setup,icons/editor/16/project-setup.svg,move,71685bad,13.5,editor/project-setup,
icons/project-editor/windows/project-setup.svg,editor,16,project-setup,icons/editor/16/project-setup.svg,drop-dup,71685bad,13.5,editor/project-setup,
icons/project-editor/windows/project-structure.svg,editor,16,project-structure,icons/editor/16/project-structure.svg,move,b96b1d88,13.5,editor/project-structure,
icons/project-editor/treeview/project-title.svg,editor,16,project-title,icons/editor/16/project-title.svg,move,cd57f6df,13.5,editor/project-title,
icons/project-editor/toolbar/protobuf.svg,editor,32,protobuf,icons/editor/32/protobuf.svg,move,7749843c,40,editor/protobuf,
icons/project-editor/permissions/read-only.svg,editor,16,read-only,icons/editor/16/read-only.svg,move,96c06bd6,60,editor/read-only,
icons/project-editor/permissions/read-write.svg,editor,16,read-write,icons/editor/16/read-write.svg,move,e7bf563d,12,editor/read-write,
icons/project-editor/toolbar/recover-backup.svg,editor,32,recover-backup,icons/editor/32/recover-backup.svg,move,f7c54748,40,editor/recover-backup,
icons/project-editor/actions/rename.svg,editor,16,rename,icons/editor/16/rename.svg,move,5fcf0a19,16,editor/rename,
icons/project-editor/actions/rename-table.svg,editor,24,rename-table,icons/editor/24/rename-table.svg,move,5ea14740,60,editor/rename-table,
icons/project-editor/actions/right.svg,editor,16,right,icons/editor/16/right.svg,move,90b86699,16,editor/right,
icons/project-editor/toolbar/save.svg,editor,16,save,icons/editor/16/save.svg,move,8f0828d9,12,editor/save,
icons/project-editor/toolbar/save-as.svg,editor,16,save-as,icons/editor/16/save-as.svg,move,6ed9e398,12,editor/save-as,
icons/project-editor/treeview/save-warning.svg,editor,24,save-warning,icons/editor/24/save-warning.svg,move,42ac8a6d,30,editor/save-warning,
icons/project-editor/treeview/separator.svg,editor,16,separator,icons/editor/16/separator.svg,move,4d95f728,13.5,editor/separator,
icons/project-editor/summary/shared-memory.svg,editor,16,shared-memory,icons/editor/16/shared-memory.svg,move,188ad05a,12,editor/shared-memory,
icons/project-editor/treeview/shared-memory.svg,editor,24,shared-memory,icons/editor/24/shared-memory.svg,move,7e5a393c,12,editor/shared-memory,
icons/project-editor/summary/shared-table.svg,editor,24,shared-table,icons/editor/24/shared-table.svg,move,3e2b2f9a,60,editor/shared-table,
icons/project-editor/treeview/shared-table.svg,editor,16,shared-table-alt,icons/editor/16/shared-table-alt.svg,move,0c13f3e2,60,editor/shared-table-alt,
icons/project-editor/actions/show.svg,editor,48,show,icons/editor/48/show.svg,move,2a6c8643,60,editor/show,
icons/project-editor/actions/test-connection.svg,editor,24,test-connection,icons/editor/24/test-connection.svg,move,404c5ab1,40,editor/test-connection,
icons/project-editor/model/text-encoding.svg,editor,16,text-encoding,icons/editor/16/text-encoding.svg,move,9dc473e9,16,editor/text-encoding,
icons/project-editor/model/timer.svg,editor,16,timer,icons/editor/16/timer.svg,move,1f737e7e,12,editor/timer,
icons/project-editor/actions/top-level-folder.svg,editor,16,top-level-folder,icons/editor/16/top-level-folder.svg,move,427a6788,60,editor/top-level-folder,
icons/project-editor/treeview/transform.svg,editor,16,transform,icons/editor/16/transform.svg,move,38ac90d4,13.5,editor/transform,
icons/project-editor/actions/transform.svg,editor,32,transform,icons/editor/32/transform.svg,move,b757e937,30,editor/transform,
icons/project-editor/model/tx-data.svg,editor,16,tx-data,icons/editor/16/tx-data.svg,move,2536ab01,12,editor/tx-data,
icons/project-editor/actions/waterfall.svg,editor,24,waterfall,icons/editor/24/waterfall.svg,move,9a8e1cd1,18,editor/waterfall,
icons/project-editor/model/output-widget.svg,editor,16,widget,icons/editor/16/widget.svg,drop-dup,4d356fa2,12,editor/widget,renamed
icons/project-editor/model/widget.svg,editor,16,widget,icons/editor/16/widget.svg,move,4d356fa2,12,editor/widget,
icons/project-editor/model/workspace.svg,editor,48,workspace,icons/editor/48/workspace.svg,move,d7acd691,60,editor/workspace,
icons/project-editor/treeview/workspaces.svg,editor,48,workspace,icons/editor/48/workspace.svg,drop-dup,d7acd691,60,editor/workspace,renamed
icons/licensing/devices.svg,licensing,16,devices,icons/licensing/16/devices.svg,move,f4414af2,13.5,licensing/devices,
icons/licensing/email.svg,licensing,16,email,icons/licensing/16/email.svg,move,235c6954,13.5,licensing/email,
icons/licensing/key.svg,licensing,16,key,icons/licensing/16/key.svg,move,9f7c8781,13.5,licensing/key,
icons/licensing/license.svg,licensing,48,license,icons/licensing/48/license.svg,move,8e40be59,60,licensing/license,
icons/licensing/plan.svg,licensing,16,plan,icons/licensing/16/plan.svg,move,fbb1d653,13.5,licensing/plan,
icons/licensing/user.svg,licensing,16,user,icons/licensing/16/user.svg,move,450f383c,13.5,licensing/user,
icons/licensing/uuid.svg,licensing,16,uuid,icons/licensing/16/uuid.svg,move,68efae77,13.5,licensing/uuid,
icons/notifications/critical.svg,notifications,16,critical,icons/notifications/16/critical.svg,move,38467ee2,12,notifications/critical,
icons/notifications/info.svg,notifications,16,info,icons/notifications/16/info.svg,move,4c744502,12,notifications/info,
icons/notifications/warning.svg,notifications,16,warning,icons/notifications/16/warning.svg,move,a8d8bf0e,12,notifications/warning,
icons/panes/dashboard.svg,panes,16,dashboard,icons/panes/16/dashboard.svg,move,fc4f6803,12,panes/dashboard,
icons/panes/details.svg,panes,32,details,icons/panes/32/details.svg,move,e551e3a9,30,panes/details,
icons/panes/important.svg,panes,24,important,icons/panes/24/important.svg,move,08f91b2f,30,panes/important,
icons/panes/info.svg,panes,24,info,icons/panes/24/info.svg,move,3b354a19,30,panes/info,
icons/panes/overview.svg,panes,16,overview,icons/panes/16/overview.svg,move,42c099f5,12,panes/overview,
icons/panes/sessions.svg,panes,32,sessions,icons/panes/32/sessions.svg,move,77d755eb,30,panes/sessions,
icons/panes/setup.svg,panes,16,setup,icons/panes/16/setup.svg,move,0842c79c,13.5,panes/setup,
icons/dashboard-small/accelerometer.svg,widgets,16,accelerometer,icons/widgets/16/accelerometer.svg,move,59d79060,12,widgets/accelerometer,
icons/project-editor/toolbar/add-accelerometer.svg,widgets,16,accelerometer,icons/widgets/16/accelerometer.svg,drop-dup,59d79060,12,widgets/accelerometer,cross-category;renamed
icons/project-editor/treeview/accelerometer.svg,widgets,16,accelerometer,icons/widgets/16/accelerometer.svg,drop-dup,59d79060,12,widgets/accelerometer,cross-category
icons/dashboard-large/accelerometer.svg,widgets,32,accelerometer,icons/widgets/32/accelerometer.svg,move,7267e14e,30,widgets/accelerometer,
icons/dashboard-small/bar.svg,widgets,16,bar,icons/widgets/16/bar.svg,move,0ece5c95,9,widgets/bar,between-tier
icons/dashboard-large/bar.svg,widgets,32,bar,icons/widgets/32/bar.svg,move,d536dc7b,18,widgets/bar,
icons/dashboard-small/clock.svg,widgets,16,clock,icons/widgets/16/clock.svg,move,a3b445f6,16,widgets/clock,
icons/start/clock.svg,widgets,16,clock,icons/widgets/16/clock.svg,drop-dup,a3b445f6,16,widgets/clock,cross-category
icons/taskbar/clock.svg,widgets,16,clock,icons/widgets/16/clock.svg,drop-dup,a3b445f6,16,widgets/clock,cross-category
icons/dashboard-large/clock.svg,widgets,32,clock,icons/widgets/32/clock.svg,move,e6870423,40,widgets/clock,
icons/dashboard-small/compass.svg,widgets,16,compass,icons/widgets/16/compass.svg,move,c133fa11,30,widgets/compass,
icons/project-editor/toolbar/add-compass.svg,widgets,16,compass,icons/widgets/16/compass.svg,drop-dup,c133fa11,30,widgets/compass,cross-category;renamed
icons/dashboard-large/compass.svg,widgets,32,compass,icons/widgets/32/compass.svg,move,7c3c82ee,30,widgets/compass,
icons/dashboard-small/datagrid.svg,widgets,16,datagrid,icons/widgets/16/datagrid.svg,move,7ebb67bb,13.5,widgets/datagrid,
icons/project-editor/toolbar/add-datagrid.svg,widgets,16,datagrid,icons/widgets/16/datagrid.svg,drop-dup,7ebb67bb,13.5,widgets/datagrid,cross-category;renamed
icons/project-editor/treeview/datagrid.svg,widgets,16,datagrid,icons/widgets/16/datagrid.svg,drop-dup,7ebb67bb,13.5,widgets/datagrid,cross-category
icons/dashboard-large/datagrid.svg,widgets,32,datagrid,icons/widgets/32/datagrid.svg,move,b75a33e4,30,widgets/datagrid,
icons/dashboard-small/fft.svg,widgets,16,fft,icons/widgets/16/fft.svg,move,41baadf1,13.5,widgets/fft,
icons/project-editor/model/fft.svg,widgets,16,fft,icons/widgets/16/fft.svg,drop-dup,41baadf1,13.5,widgets/fft,cross-category
icons/project-editor/toolbar/add-fft.svg,widgets,16,fft,icons/widgets/16/fft.svg,drop-dup,41baadf1,13.5,widgets/fft,cross-category;renamed
icons/dashboard-large/fft.svg,widgets,32,fft,icons/widgets/32/fft.svg,move,58fe9578,30,widgets/fft,
icons/dashboard-small/folder.svg,widgets,16,folder,icons/widgets/16/folder.svg,move,64d58f79,60,widgets/folder,
icons/project-editor/treeview/folder.svg,widgets,16,folder,icons/widgets/16/folder.svg,drop-dup,64d58f79,60,widgets/folder,cross-category
icons/dashboard-large/folder.svg,widgets,32,folder,icons/widgets/32/folder.svg,move,b06bccb6,60,widgets/folder,
icons/dashboard-small/gauge.svg,widgets,16,gauge,icons/widgets/16/gauge.svg,move,10dd99fa,60,widgets/gauge,
icons/project-editor/toolbar/add-gauge.svg,widgets,16,gauge,icons/widgets/16/gauge.svg,drop-dup,10dd99fa,60,widgets/gauge,cross-category;renamed
icons/dashboard-large/gauge.svg,widgets,32,gauge,icons/widgets/32/gauge.svg,move,b6608b9e,60,widgets/gauge,
icons/project-editor/actions/gauge.svg,widgets,32,gauge,icons/widgets/32/gauge.svg,drop-dup,b6608b9e,60,widgets/gauge,cross-category
icons/dashboard-small/gps.svg,widgets,16,gps,icons/widgets/16/gps.svg,move,a9978f17,13.5,widgets/gps,
icons/project-editor/toolbar/add-gps.svg,widgets,16,gps,icons/widgets/16/gps.svg,drop-dup,a9978f17,13.5,widgets/gps,cross-category;renamed
icons/project-editor/treeview/gps.svg,widgets,16,gps,icons/widgets/16/gps.svg,drop-dup,a9978f17,13.5,widgets/gps,cross-category
icons/dashboard-large/gps.svg,widgets,32,gps,icons/widgets/32/gps.svg,move,a8006ccf,30,widgets/gps,
icons/dashboard-small/group.svg,widgets,16,group,icons/widgets/16/group.svg,move,f28f0dc1,13.5,widgets/group,
icons/project-editor/model/group.svg,widgets,16,group,icons/widgets/16/group.svg,drop-dup,f28f0dc1,13.5,widgets/group,cross-category
icons/project-editor/treeview/group.svg,widgets,16,group,icons/widgets/16/group.svg,drop-dup,f28f0dc1,13.5,widgets/group,cross-category
icons/dashboard-large/group.svg,widgets,32,group,icons/widgets/32/group.svg,move,3284ac50,30,widgets/group,
icons/dashboard-small/gyroscope.svg,widgets,16,gyroscope,icons/widgets/16/gyroscope.svg,move,1257f2ce,13.5,widgets/gyroscope,
icons/project-editor/toolbar/add-gyroscope.svg,widgets,16,gyroscope,icons/widgets/16/gyroscope.svg,drop-dup,1257f2ce,13.5,widgets/gyroscope,cross-category;renamed
icons/project-editor/treeview/gyroscope.svg,widgets,16,gyroscope,icons/widgets/16/gyroscope.svg,drop-dup,1257f2ce,13.5,widgets/gyroscope,cross-category
icons/dashboard-large/gyroscope.svg,widgets,32,gyroscope,icons/widgets/32/gyroscope.svg,move,de0ce2f7,30,widgets/gyroscope,
icons/dashboard-small/image.svg,widgets,16,image,icons/widgets/16/image.svg,move,71429eb2,30,widgets/image,
icons/project-editor/model/image.svg,widgets,16,image,icons/widgets/16/image.svg,drop-dup,71429eb2,30,widgets/image,cross-category
icons/project-editor/treeview/image.svg,widgets,16,image,icons/widgets/16/image.svg,drop-dup,71429eb2,30,widgets/image,cross-category
icons/dashboard-large/image.svg,widgets,32,image,icons/widgets/32/image.svg,move,fe7b2983,30,widgets/image,
icons/project-editor/toolbar/image.svg,widgets,32,image,icons/widgets/32/image.svg,drop-dup,fe7b2983,30,widgets/image,cross-category
icons/dashboard-small/led.svg,widgets,16,led,icons/widgets/16/led.svg,move,9c011d88,13.5,widgets/led,
icons/project-editor/toolbar/add-led.svg,widgets,16,led,icons/widgets/16/led.svg,drop-dup,9c011d88,13.5,widgets/led,cross-category;renamed
icons/dashboard-large/led.svg,widgets,32,led,icons/widgets/32/led.svg,move,bde79bff,30,widgets/led,
icons/dashboard-small/meter.svg,widgets,16,meter,icons/widgets/16/meter.svg,move,86b0136c,13.5,widgets/meter,
icons/project-editor/toolbar/add-meter.svg,widgets,16,meter,icons/widgets/16/meter.svg,drop-dup,86b0136c,13.5,widgets/meter,cross-category;renamed
icons/dashboard-large/meter.svg,widgets,32,meter,icons/widgets/32/meter.svg,move,d0a4f701,30,widgets/meter,
icons/dashboard-small/multiplot.svg,widgets,16,multiplot,icons/widgets/16/multiplot.svg,move,44dffff7,13.5,widgets/multiplot,
icons/project-editor/toolbar/add-multiplot.svg,widgets,16,multiplot,icons/widgets/16/multiplot.svg,drop-dup,44dffff7,13.5,widgets/multiplot,cross-category;renamed
icons/project-editor/treeview/multiplot.svg,widgets,16,multiplot,icons/widgets/16/multiplot.svg,drop-dup,44dffff7,13.5,widgets/multiplot,cross-category
icons/dashboard-large/multiplot.svg,widgets,32,multiplot,icons/widgets/32/multiplot.svg,move,e81d2dae,30,widgets/multiplot,
icons/dashboard-small/notification-log.svg,widgets,16,notification-log,icons/widgets/16/notification-log.svg,move,96b923aa,12,widgets/notification-log,
icons/start/notifications.svg,widgets,16,notification-log,icons/widgets/16/notification-log.svg,drop-dup,96b923aa,12,widgets/notification-log,cross-category;renamed
icons/taskbar/notifications.svg,widgets,16,notification-log,icons/widgets/16/notification-log.svg,drop-dup,96b923aa,12,widgets/notification-log,cross-category;renamed
icons/dashboard-large/notification-log.svg,widgets,32,notification-log,icons/widgets/32/notification-log.svg,move,fdf7bf52,12,widgets/notification-log,
icons/dashboard-small/output-panel.svg,widgets,16,output-panel,icons/widgets/16/output-panel.svg,move,36e04f03,60,widgets/output-panel,
icons/project-editor/model/output-panel.svg,widgets,16,output-panel,icons/widgets/16/output-panel.svg,drop-dup,36e04f03,60,widgets/output-panel,cross-category
icons/project-editor/treeview/output-panel.svg,widgets,16,output-panel,icons/widgets/16/output-panel.svg,drop-dup,36e04f03,60,widgets/output-panel,cross-category
icons/dashboard-large/output-panel.svg,widgets,32,output-panel,icons/widgets/32/output-panel.svg,move,85f108ea,60,widgets/output-panel,
icons/project-editor/actions/output-panel.svg,widgets,32,output-panel,icons/widgets/32/output-panel.svg,drop-dup,85f108ea,60,widgets/output-panel,cross-category
icons/project-editor/toolbar/add-output-panel.svg,widgets,32,output-panel,icons/widgets/32/output-panel.svg,drop-dup,85f108ea,60,widgets/output-panel,cross-category;renamed
icons/dashboard-small/painter.svg,widgets,16,painter,icons/widgets/16/painter.svg,move,3ad7527c,30,widgets/painter,
icons/project-editor/treeview/painter.svg,widgets,16,painter,icons/widgets/16/painter.svg,drop-dup,3ad7527c,30,widgets/painter,cross-category
icons/dashboard-large/painter.svg,widgets,32,painter,icons/widgets/32/painter.svg,move,03967f74,30,widgets/painter,
icons/dashboard-small/plot.svg,widgets,16,plot,icons/widgets/16/plot.svg,move,04257d0d,13.5,widgets/plot,
icons/project-editor/model/plot.svg,widgets,16,plot,icons/widgets/16/plot.svg,drop-dup,04257d0d,13.5,widgets/plot,cross-category
icons/project-editor/toolbar/add-plot.svg,widgets,16,plot,icons/widgets/16/plot.svg,drop-dup,04257d0d,13.5,widgets/plot,cross-category;renamed
icons/dashboard-large/plot.svg,widgets,32,plot,icons/widgets/32/plot.svg,move,ba402edb,30,widgets/plot,
icons/dashboard-small/plot3d.svg,widgets,16,plot3d,icons/widgets/16/plot3d.svg,move,196e3c9a,12,widgets/plot3d,
icons/project-editor/toolbar/add-plot3d.svg,widgets,16,plot3d,icons/widgets/16/plot3d.svg,drop-dup,196e3c9a,12,widgets/plot3d,cross-category;renamed
icons/project-editor/treeview/plot3d.svg,widgets,16,plot3d,icons/widgets/16/plot3d.svg,drop-dup,196e3c9a,12,widgets/plot3d,cross-category
icons/dashboard-large/plot3d.svg,widgets,32,plot3d,icons/widgets/32/plot3d.svg,move,9c9968f9,30,widgets/plot3d,
icons/dashboard-small/stopwatch.svg,widgets,16,stopwatch,icons/widgets/16/stopwatch.svg,move,52a48524,16,widgets/stopwatch,
icons/start/stopwatch.svg,widgets,16,stopwatch,icons/widgets/16/stopwatch.svg,drop-dup,52a48524,16,widgets/stopwatch,cross-category
icons/taskbar/stopwatch.svg,widgets,16,stopwatch,icons/widgets/16/stopwatch.svg,drop-dup,52a48524,16,widgets/stopwatch,cross-category
icons/dashboard-large/stopwatch.svg,widgets,32,stopwatch,icons/widgets/32/stopwatch.svg,move,80b73d3e,40,widgets/stopwatch,
icons/dashboard-small/terminal.svg,widgets,16,terminal,icons/widgets/16/terminal.svg,move,d1ceda11,13.5,widgets/terminal,
icons/panes/console.svg,widgets,16,terminal,icons/widgets/16/terminal.svg,drop-dup,d1ceda11,13.5,widgets/terminal,cross-category;renamed
icons/dashboard-large/terminal.svg,widgets,32,terminal,icons/widgets/32/terminal.svg,move,20cd6cf2,24,widgets/terminal,
icons/dashboard-small/waterfall.svg,widgets,16,waterfall,icons/widgets/16/waterfall.svg,move,fcde706f,13.5,widgets/waterfall,
icons/dashboard-large/waterfall.svg,widgets,32,waterfall,icons/widgets/32/waterfall.svg,move,cd74c4f5,30,widgets/waterfall,
icons/dashboard-small/webview.svg,widgets,16,webview,icons/widgets/16/webview.svg,move,5311ccd9,60,widgets/webview,
icons/project-editor/treeview/webview.svg,widgets,16,webview,icons/widgets/16/webview.svg,drop-dup,5311ccd9,60,widgets/webview,cross-category
icons/dashboard-large/webview.svg,widgets,32,webview,icons/widgets/32/webview.svg,move,f82e2a71,60,widgets/webview,
icons/project-editor/toolbar/add-webview.svg,widgets,32,webview,icons/widgets/32/webview.svg,drop-dup,f82e2a71,60,widgets/webview,cross-category;renamed
icons/dashboard-small/workspace.svg,widgets,16,workspace,icons/widgets/16/workspace.svg,move,70a16b73,60,widgets/workspace,
icons/project-editor/treeview/workspace.svg,widgets,16,workspace,icons/widgets/16/workspace.svg,drop-dup,70a16b73,60,widgets/workspace,cross-category
icons/dashboard-large/workspace.svg,widgets,32,workspace,icons/widgets/32/workspace.svg,move,1fe229cd,60,widgets/workspace,
icons/csd/close.svg,window,32,close,icons/window/32/close.svg,move,633813b4,36,window/close,
icons/miniwindow/close.svg,window,32,close,icons/window/32/close.svg,drop-dup,633813b4,36,window/close,
icons/miniwindow/external.svg,window,32,external-window,icons/commands/32/external-window.svg,move,f4e7b79d,48,window/external,
icons/csd/maximize.svg,window,32,maximize,icons/window/32/maximize.svg,move,95d29862,36,window/maximize,
icons/miniwindow/maximize.svg,window,32,maximize,icons/window/32/maximize.svg,drop-dup,95d29862,36,window/maximize,
icons/csd/minimize.svg,window,32,minimize,icons/window/32/minimize.svg,move,8b0d530f,36,window/minimize,
icons/miniwindow/minimize.svg,window,32,minimize,icons/window/32/minimize.svg,drop-dup,8b0d530f,36,window/minimize,
icons/csd/restore.svg,window,32,restore,icons/window/32/restore.svg,move,8da6a87d,36,window/restore,
icons/miniwindow/restore.svg,window,32,restore,icons/window/32/restore.svg,drop-dup,8da6a87d,36,window/restore,
